State,District,Taluka/Tehsil,Latitude,Longitude
None,None,Baghmara-Cum-Katras,23.80022333944828,86.27896726271763
None,None,Baghpat,28.992496075838048,77.26439166453665
None,None,Baghty,26.256908762831934,94.20806611329245
None,None,Bagicha,23.011137566797057,83.71608170367325
None,None,Bagidora,23.409422586504846,74.31186491738568
None,None,Baglan,20.70571448019666,74.1663587447573
None,None,Bagli,22.547894891176902,76.31051141240467
None,None,Bagmundi,23.196549391608368,86.03010615958723
None,None,Bagnan - I,22.49598786963323,87.94900521314626
None,None,Bagnan - Ii,22.433462330889334,87.95511584845413
None,None,Bagodar,24.069113771331235,85.89463849974244
None,None,Bagora,25.175307399862508,72.00602922867002
None,None,Bagra Circle,28.079813491324654,94.79362486051903
None,None,Bagribari (Pt),26.228504016236826,89.99179867167592
None,None,Bagwalipokhar,29.748141672409186,79.4992156112333
None,None,Bah,26.864866931093072,78.53556130285455
None,None,Bahadurganj,26.26768595577082,87.82614737617611
None,None,Bahadurgarh,28.728195146666394,76.83921981280156
None,None,Bahadurpur,26.10923816618258,85.93752579619589
None,None,Bahadurpur,24.3485875587151,77.91223736921818
None,None,Bahadurpura,17.35101812362551,78.46824258568732
None,None,Bahal ST,28.64656889494738,75.67264990118088
None,None,Bahalda,22.363771767907476,86.12290597417507
None,None,Baharagora,22.308068996052132,86.75079265914734
None,None,Bahari,24.454279281978515,82.13967761919601
None,None,Baheri,25.99732284936533,86.03310613359103
None,None,Baheri,28.734301255189372,79.50040710556867
None,None,Bahin ST,27.946231142960507,77.24925175345288
None,None,Bahoriband,23.7043856468172,80.01238218205975
None,None,Bahour Taluk,11.830550752394862,79.71922098330025
None,None,Bahraich,27.603151718361094,81.63071500265401
None,None,Bahu,32.72502212625557,74.93174187929601
None,None,Baidyeswar,20.31992995192733,85.40543303729346
None,None,Baihar,22.09271065700324,80.72219998792733
None,None,Baijnath,32.080516525066784,76.6605903384514
None,None,Baikunthpur,26.27058840027187,84.77342747399354
None,None,Baikunthpur,23.272106038585477,82.57210486999311
None,None,Bailahongala,15.798695271295763,74.81666455142378
None,None,Bairad,25.742756305433815,77.47863963972858
None,None,Baireddipalle,13.0922662263587,78.61741404523539
None,None,Bairgania,26.71224445119343,85.28426755721206
None,None,Bairia,26.745786075843885,84.40980329217963
None,None,Bairia,25.797911169054842,84.48349188454335
None,None,Baisa,26.05283210588726,87.76631103756671
None,None,Baisi,25.84412909421313,87.75705353689453
None,None,Baisinga,21.662282894528335,86.9179927549368
None,None,Bajali (Pt),26.518562445438455,91.20753417606504
None,None,Bajengdoba,25.88653190260171,90.45566290402454
None,None,Bajju,28.01282684204335,72.30925483775775
None,None,Bajna,23.358213511317675,74.64951864752356
None,None,Bajpatti,26.547773848260118,85.63542731776113
